spacing_norm,irregular_letter_ratio,baseline_norm,height_inconsistency_norm,skew_angle,spelling_accuracy,gramatical_accuracy,percentage_of_corrections,phonetic_accuracy,label
1.2104922279792745,0.10112359550561797,0.03589539501294907,0.12877693460350778,3.1047952462118844,90.35087719298247,91.81818181818183,8,90.76652892561984,dyslexic
1.0505836575875487,0.6,0.12207477265658333,0.4754703540850804,17.080233571891384,88.50574712643679,92.81437125748504,7.6923076923076925,90.50293217179416,dyslexic
0.9100979974435449,0.14606741573033707,0.08096683361688897,0.15324525923167495,19.46256560936368,94.94047619047619,95.52238805970148,8.695652173913043,97.06351641197377,dyslexic
1.0686025408348456,0.25,0.030921068501127993,0.21348166593791645,4.543026912518194,86.90476190476191,89.02439024390245,10,87.93822843822842,dyslexic
0.7600884466556108,0.17424242424242425,0.025125284876617738,0.2535374709999281,-49.09245545406252,93.41317365269461,94.51219512195121,8.571428571428571,93.75753900435527,dyslexic
1.1377764494919307,0.1111111111111111,0.13039465187195184,0.16053938409680668,-6.009005957494525,94.53860640301318,95.61068702290076,9.25925925925926,96.39072755201788,dyslexic
0.4246575342465753,0,0.000051095498763916416,0.01186336169567724,-3.3664606634298013,88.88888888888889,88.88888888888889,100,86.02597402597402,dyslexic
1.3978798586572438,0.0377906976744186,0.23022865434267523,0.1419034814043911,22.21759426951831,89.80477223427332,93.17180616740089,9.401709401709402,91.37586380245098,dyslexic
1.2302202367170156,0.014957264957264958,0.04837868818418643,0.09069902877903564,-12.690874797075804,96.96969696969697,97.63513513513513,9.523809523809524,97.33209461090819,dyslexic
0.9795774647887324,0,0.010753330680211823,0.039491912947542784,-8.190861376463381,86.90476190476191,89.74358974358975,5.263157894736842,89.93240093240094,dyslexic
0.8083751927189535,0.16279069767441862,0.05657061197048384,0.21994762306469479,13.60782964549706,94.56521739130434,97.25274725274726,8.955223880597014,94.45797583915686,dyslexic
1.5348367553012452,0.058333333333333334,0.10845208512668404,0.12656700904158077,18.928663057427293,85.71428571428571,94.86301369863014,9.836065573770492,85.36874635711362,dyslexic
1.4361789733735932,0.23853211009174313,0.019852331024224717,0.291100633675297,12.933264999110683,90,92.66409266409266,9.615384615384617,90.99445034396787,dyslexic
0.8496716127462904,0.13226452905811623,0.21835822527785917,0.15540585933764903,-25.578505494608812,88.28382838283828,91.46757679180887,9.345794392523365,90.82491582491583,dyslexic
1.637956204379562,0.37058823529411766,0.07553149148840357,0.36158553526475096,-16.827694733926453,91.62790697674419,93.86792452830188,8.88888888888889,91.35600157418338,dyslexic
1.3130085191921126,0.06553911205073996,0.34259949480141233,0.14280367258772697,10.24856379579558,93.15789473684211,96.94793536804309,9.278350515463918,93.79449044378308,dyslexic
0.9069767441860466,0,0.09937390513885465,0.13865029683853058,28.221545061383605,95.54140127388536,96.17834394904459,10,96.01834990895082,dyslexic
1.2574679943100995,0.2692307692307692,0.2698683131858031,0.15074880863434617,-33.87589102421777,90.29850746268657,93.93939393939394,10,92.11710224461336,dyslexic
2.075742067553736,0.11538461538461539,0.12646399790083143,0.15245958313765615,5.972295547965294,88.05970149253731,93.84615384615384,6.666666666666667,84.45454545454545,dyslexic
2.043183220234423,0.25,0.13678867859362678,0.23398364584026043,4.361572645020596,87.60330578512396,91.37931034482759,6.896551724137931,91.32222849614155,dyslexic
1.7253218884120172,0.32338308457711445,0.14424462839799634,0.3039100640031328,-25.61309410832396,96.7741935483871,96.73469387755102,8.51063829787234,96.63873285184762,dyslexic
0.905747752655952,0.022857142857142857,0.08238602331938037,0.10798183377937508,-2.456222047624605,96.80365296803653,97.6958525345622,9.090909090909092,97.32854027531688,dyslexic
1.5721925133689838,0.2689075630252101,0.08241006846034803,0.23455659528013076,5.072132872514503,89.79591836734694,94.4055944055944,7.142857142857142,90.42395987850534,dyslexic
1.7789757412398923,0.3090909090909091,0.13906744240262184,0.3055728944912543,-25.61309410832396,97.05882352941177,97.03703703703704,9.615384615384617,96.61817823326915,dyslexic
1.1466165413533833,0.22540983606557377,0.2555354199352459,0.20879050785807324,-22.09913314366273,90.52287581699346,93.2258064516129,9.67741935483871,91.25485212556028,dyslexic
0.8345021037868163,0,0.10876578924012627,0.09264627453855256,9.809302247879007,91.95402298850574,94.11764705882352,8.823529411764707,92.93372319688109,dyslexic
1.4543784445805266,0.232,0.24720805344014177,0.20396237788999935,18.597720485915143,86.53846153846155,92,9.67741935483871,86.89445011916922,dyslexic
1.1263803680981594,0.5215686274509804,0.14583098222056157,0.2602592534268796,6.952957468173915,93.61022364217251,95.48387096774194,8.620689655172415,95.16859081416752,dyslexic
1.086074177746676,0.711340206185567,0.08795772105131149,0.38402835406728825,6.2168573237258595,94.14225941422593,96.61016949152543,8.88888888888889,96.07795846694152,dyslexic
2.0197486535008977,0.043478260869565216,0.09217191080892025,0.3512253687879018,13.010466246425946,89.58837772397095,93.70277078085643,8.823529411764707,88.98076762786853,dyslexic
1.5832591273374887,0.2204724409448819,0.19330871894307358,0.21959478827553358,25.492795472803092,84.375,92.05298013245033,9.090909090909092,84.5209029066172,dyslexic
1.4772727272727273,0.1282051282051282,0.20435408380237804,0.18673000245530286,24.81876955679235,88.17733990147784,94.5,8.51063829787234,91.95400033037829,dyslexic
0.9499460625674218,0.10424710424710425,0.28748454346234315,0.14837904385892559,9.035598870368046,89.55223880597015,92.3780487804878,9.210526315789473,88.92692371086669,dyslexic
0.7521587978019513,0.036827195467422094,0.11695467853118953,0.13352625345056066,0.2464319406769178,92.46575342465754,95.35962877030161,9.411764705882353,94.30736100643587,dyslexic
1.018810810810811,0.036290322580645164,0.18793702765816192,0.1394993448097067,14.381394591090602,85.66775244299674,90.93959731543623,8.47457627118644,89.57162939091093,dyslexic
1.0006011060351045,0.21602787456445993,0.0456913981588792,0.18568316235415291,14.136556956639808,91.91374663072777,94.1340782122905,9.523809523809524,93.00630293885669,dyslexic
1.1824882075471697,0.193717277486911,0.21571797668719614,0.19175204579152938,-20.477843567261512,92.11618257261411,94.84978540772532,10,92.5721936660587,dyslexic
1.088854648176682,0.012578616352201259,0.18436595970403943,0.14195459692027404,5.503205568488636,94.65648854961832,96.11398963730569,9.333333333333334,96.30369029877227,dyslexic
1.218728561628173,0.016042780748663103,0.2743087797555665,0.10515502125744172,-7.690501418874668,93.54375896700144,95.20348837209302,9.558823529411764,94.28706958978475,dyslexic
1.0271348762968875,0.3333333333333333,0.09182186278988816,0.19276427896980355,5.305109606210384,92.76315789473685,93.95973154362416,8.571428571428571,93.678076672167,dyslexic
0.911895783339047,0,0.08901509790759493,0.07086553971403564,0.7664530010109224,91.32947976878613,94.70588235294117,9.090909090909092,94.05319028797288,dyslexic
1.233711894799761,0.03488372093023256,0.0867832853433104,0.13260822193765093,-7.193470055295538,97.22222222222221,97.68518518518519,9.090909090909092,97.42270243347637,dyslexic
1.48285536159601,0.06338028169014084,0.04205157929547024,0.16051588134280576,2.173885017260875,90.86021505376344,93.25842696629213,9.090909090909092,91.87352835790337,dyslexic
0.8910149750415973,0,0.024250022544894837,0.03501431867093936,10.801040004426468,85.5072463768116,86.95652173913044,5.555555555555555,90.78833619210978,dyslexic
1.1769978625112045,0.1546572934973638,0.27677003825888913,0.20439988811710458,0.6268434737945272,94.51476793248945,96.31205673758865,9.859154929577464,96.06305075070209,dyslexic
0.9621432731508445,0.0635593220338983,0.2593383581200053,0.10888285699635677,0,98.25783972125436,98.59154929577466,9.803921568627452,98.15469208211144,dyslexic
1.1027235250388592,0.12244897959183673,0.19260290356154713,0.15466746151173408,1.1038283383150078,94.6096654275093,96.0377358490566,9.278350515463918,96.53312419362634,dyslexic
1.021062206983416,0.3684210526315789,0.03770753875556609,0.2411809218021975,35.076891839245945,92.3076923076923,93.84615384615384,9.30232558139535,93.65049238771515,dyslexic
1.4519754768392372,0.11494252873563218,0.08213415014847915,0.16865830213592806,-7.489469082080793,92.98245614035088,92.85714285714286,7.4074074074074066,94.57968443214344,dyslexic
1.1292857142857144,0,0.10043456471760952,0.05885601593928101,16.723353544379254,93.7984496124031,94.94163424124513,9.25925925925926,96.13387658093541,dyslexic
0.8506797414753733,0.07780979827089338,0.29966467448590695,0.1667005335353431,-20.416018435152644,98.7864077669903,99.02676399026764,9.230769230769232,99.12666166922807,non_dyslexic
0.7564898869246696,0.06,0.10324328580858813,0.13703937255718415,5.535606571356938,98.33887043189368,99,9.803921568627452,98.74294761460537,non_dyslexic
0.7375827814569536,0.625,0.10005168172147277,0.29072884217192585,0.25635524465628384,98.4375,98.7460815047022,8.928571428571429,98.37985587156858,non_dyslexic
0.7023352054389594,0.23905723905723905,0.20548288022236036,0.20624876281233376,-11.218842281268827,99.16897506925207,99.44444444444444,9.375,99.39001975934218,non_dyslexic
0.7457087241196247,0.2757475083056478,0.30643920134594954,0.21129685459947345,17.01591724834206,97.01897018970189,98.1081081081081,8.823529411764707,97.1275913054082,non_dyslexic
